"nome_officina","numero_intervento","codice_pezzo"
"Officina San Giorgio di Nogaro","XUR8036","PR003"
"Officina Lignano Sabbiadoro","NWD0195","PR007"
"Officina Lignano Sabbiadoro","JIV6506","PR024"
"Officina Cervignano del Friuli","IGD9584","PR040"
"Officina Fagagna","DWI7095","PR003"
"Officina Udine","UPW2590","PR037"
"Officina Gorizia","DCK5508","PR044"
"Officina Udine","NRO3216","PR005"
"Officina Spilimbergo","RMS3853","PR043"
"Officina Tricesimo","VAW0467","PR005"
"Officina Azzano Decimo","NXT2378","PR046"
"Officina Spilimbergo","NID5423","PR043"
"Officina Latisana","TBG9912","PR016"
"Officina Udine","NST6724","PR035"
"Officina Tolmezzo","UVT0261","PR007"
"Officina Lignano Sabbiadoro","ZBT8458","PR048"
"Officina Lignano Sabbiadoro","IRB4069","PR027"
"Officina Lignano Sabbiadoro","QKX6461","PR027"
"Officina Udine","BRC0053","PR046"
"Officina Cervignano del Friuli","NJZ3678","PR004"
"Officina Tricesimo","RNQ0713","PR019"
"Officina Cividale del Friuli","OMS9148","PR035"
"Officina Codroipo","YIE2024","PR039"
"Officina Tolmezzo","UYG2494","PR035"
"Officina Lignano Sabbiadoro","GTI7178","PR047"
"Officina Spilimbergo","QNT0680","PR043"
"Officina Buttrio","MXY5760","PR020"
"Officina Buttrio","QWF6753","PR047"
"Officina San Giorgio di Nogaro","BBH0737","PR027"
"Officina Aquileia","VBU0323","PR045"
"Officina Lignano Sabbiadoro","DYH4995","PR047"
"Officina Adegliaco","PAR1441","PR039"
"Officina Sacile","UXI7403","PR008"
"Officina Maniago","PVX2150","PR018"
"Officina Sacile","MTI1105","PR031"
"Officina Fagagna","HZA5532","PR039"
"Officina Lignano Sabbiadoro","GRB2017","PR013"
"Officina Buttrio","AKE6131","PR025"
"Officina San Giorgio di Nogaro","MCJ0420","PR004"
"Officina Buttrio","AXL0690","PR040"
"Officina Pordenone","QKQ4350","PR034"
"Officina Tricesimo","PHL7930","PR046"
"Officina Gorizia","ZEL3453","PR045"
"Officina Cervignano del Friuli","DNK6888","PR040"
"Officina Sacile","AUR9970","PR024"
"Officina Sacile","UAX4452","PR050"
"Officina Palmanova","CXG9773","PR049"
"Officina Lignano Sabbiadoro","NOX1101","PR016"
"Officina Tavagnacco","YMD8025","PR023"
"Officina Pordenone","FZL5332","PR027"
"Officina Pasian di Prato","HWD7551","PR006"
"Officina Monfalcone","WEC1467","PR002"
"Officina Pordenone","DUH7530","PR003"
"Officina Buttrio","EUT9792","PR043"
"Officina Pasian di Prato","DWS9531","PR041"
"Officina Fagagna","SJV7335","PR005"
"Officina Lignano Sabbiadoro","AOC8640","PR003"
"Officina Palmanova","GLQ4323","PR013"
"Officina Trieste","PJZ0720","PR012"
"Officina San Giorgio di Nogaro","HTF0062","PR029"
"Officina Tricesimo","FWT7447","PR050"
"Officina San Giorgio di Nogaro","CSI4907","PR005"
"Officina Tricesimo","TTA3643","PR035"
"Officina Tolmezzo","JKY6350","PR031"
"Officina Trieste","DST6605","PR039"
"Officina Cividale del Friuli","YLP7983","PR038"
"Officina San Vito al Tagliamento","XRS6783","PR007"
"Officina Aquileia","USR8669","PR003"
"Officina Spilimbergo","RRK5019","PR036"
"Officina San Giorgio di Nogaro","UZZ8649","PR013"
"Officina Tolmezzo","XFV8042","PR048"
"Officina Tavagnacco","WUX8539","PR007"
"Officina Fagagna","SFZ1361","PR008"
"Officina Codroipo","WGU4918","PR032"
"Officina Azzano Decimo","BGJ3542","PR002"
"Officina San Vito al Tagliamento","MSJ1372","PR034"
"Officina San Vito al Tagliamento","USF9932","PR044"
"Officina Sacile","SYV2061","PR036"
"Officina Latisana","UJD8276","PR045"
"Officina Tavagnacco","REV9972","PR038"
"Officina Palmanova","VMM0866","PR034"
"Officina Buttrio","RKE0444","PR039"
"Officina Codroipo","MCR6635","PR001"
"Officina Palmanova","XLU0819","PR021"
"Officina Lignano Sabbiadoro","VEU0076","PR043"
"Officina Codroipo","CIU0954","PR020"
"Officina Buttrio","VVM1763","PR009"
"Officina Cividale del Friuli","UNV4975","PR012"
"Officina Trieste","NVS8871","PR029"
"Officina Monfalcone","CEO0404","PR016"
"Officina Gorizia","HMP4644","PR042"
"Officina San Giorgio di Nogaro","FBD7735","PR044"
"Officina Pasian di Prato","SUI0120","PR006"
"Officina Tricesimo","MZG0691","PR030"
"Officina Tavagnacco","PXC6165","PR015"
"Officina Spilimbergo","PXM8073","PR043"
"Officina Tolmezzo","OJQ5402","PR035"
"Officina Latisana","DED3648","PR017"
"Officina Fagagna","IDA2454","PR006"
"Officina Adegliaco","LKY6502","PR018"
"Officina Monfalcone","NXQ7182","PR017"
"Officina Buttrio","RGD4105","PR044"
"Officina Azzano Decimo","QYT6421","PR032"
"Officina Gorizia","OBT1447","PR007"
"Officina Pordenone","BJL3615","PR046"
"Officina Cividale del Friuli","DVZ6352","PR020"
"Officina Tarvisio","KAB5446","PR025"
"Officina Pasian di Prato","ENS0988","PR007"
"Officina Adegliaco","CSR2627","PR045"
"Officina Palmanova","ODZ1985","PR005"
"Officina Lignano Sabbiadoro","EAP4615","PR017"
"Officina Azzano Decimo","MLT6886","PR008"
"Officina Buttrio","TSE5223","PR023"
"Officina Pordenone","NRB0720","PR043"
"Officina Tarvisio","XXB8318","PR047"
"Officina San Daniele del Friuli","EAJ3312","PR015"
"Officina Fagagna","NFI1944","PR001"
"Officina Spilimbergo","QFP5312","PR048"
"Officina Aquileia","IOD5583","PR009"
"Officina Maniago","GIB8856","PR024"
"Officina Tricesimo","HAR2703","PR014"
"Officina Maniago","BCK1648","PR029"
"Officina Maniago","YYO9079","PR033"
"Officina Pasian di Prato","QVH9235","PR028"
"Officina Maniago","MFN9052","PR018"
"Officina Tolmezzo","NGU9716","PR041"
"Officina Sacile","QKA6130","PR043"
"Officina Gemona","GYD5060","PR030"
"Officina Tolmezzo","IHC7902","PR018"
"Officina Pordenone","UDV9443","PR050"
"Officina Gorizia","SPL3305","PR026"
"Officina Palmanova","COT0020","PR036"
"Officina Monfalcone","ZHI9901","PR008"
"Officina Palmanova","SHD1203","PR039"
"Officina Monfalcone","OOW0386","PR003"
"Officina Cervignano del Friuli","WFN6677","PR022"
"Officina San Vito al Tagliamento","XMO3467","PR026"
"Officina Adegliaco","IDS0619","PR044"
"Officina San Giorgio di Nogaro","LNY4784","PR044"
"Officina Tricesimo","XMH4058","PR018"
"Officina Palmanova","QJP2287","PR043"
"Officina Buttrio","AUJ3461","PR014"
"Officina Sacile","HOW8836","PR029"
"Officina Tavagnacco","RMA1932","PR011"
"Officina San Vito al Tagliamento","IPJ0012","PR013"
"Officina Tarvisio","UPD6833","PR011"
"Officina Gemona","ZDY8116","PR047"
"Officina Tarvisio","MDR8552","PR048"
"Officina Aquileia","INY5189","PR035"
"Officina Palmanova","DVI4153","PR017"
"Officina Tricesimo","YNO7531","PR005"
"Officina Maniago","TBB5304","PR019"
"Officina Sacile","MPY0526","PR036"
"Officina Monfalcone","JEY7581","PR008"
"Officina Cervignano del Friuli","NXN6000","PR032"
"Officina Sacile","TFK2431","PR041"
"Officina Trieste","NSJ1063","PR050"
"Officina Trieste","VIJ2837","PR017"
"Officina Buttrio","LNE8719","PR049"
"Officina San Daniele del Friuli","LYK9819","PR020"
"Officina Aquileia","FKP9388","PR010"
"Officina San Giorgio di Nogaro","DVO6335","PR003"
"Officina Maniago","AEU9601","PR049"
"Officina Maniago","KLW3722","PR032"
"Officina Gorizia","TLA0451","PR026"
"Officina Fagagna","LGB8608","PR003"
"Officina Adegliaco","OEG2858","PR042"
"Officina Maniago","ESJ7403","PR041"
"Officina San Giorgio di Nogaro","JBE5478","PR046"
"Officina Azzano Decimo","BZY3779","PR028"
"Officina Lignano Sabbiadoro","OGM7659","PR033"
"Officina Gorizia","MHO3900","PR019"
"Officina Cividale del Friuli","BNJ8418","PR046"
"Officina Gorizia","RLO3400","PR033"
"Officina Tolmezzo","XAZ7774","PR034"
"Officina Gemona","XUW3833","PR038"
"Officina Monfalcone","NGP2399","PR026"
"Officina Palmanova","TNB4022","PR016"
"Officina Lignano Sabbiadoro","FKC8983","PR002"
"Officina Adegliaco","DQR1054","PR027"
"Officina San Daniele del Friuli","WAH1338","PR033"
"Officina Tavagnacco","PKH8545","PR027"
"Officina Latisana","DID2581","PR025"
"Officina Maniago","EKY5250","PR038"
"Officina Tricesimo","PLT7751","PR044"
"Officina Palmanova","QHA6853","PR041"
"Officina Tarvisio","ZQN2276","PR036"
"Officina Buttrio","EUH8791","PR042"
"Officina Tricesimo","PKW8622","PR044"
"Officina Maniago","WJH4327","PR049"
"Officina Tavagnacco","ZIC4941","PR016"
"Officina Fagagna","LEU7943","PR022"
"Officina Fagagna","DLX5368","PR028"
"Officina Gemona","DAS5105","PR031"
"Officina Latisana","CDT4770","PR019"
"Officina Tolmezzo","AVP1518","PR004"
"Officina Trieste","NOH0812","PR017"
"Officina Maniago","KII9382","PR047"
"Officina Latisana","JRR2780","PR036"
"Officina Adegliaco","FPG9090","PR040"
"Officina Spilimbergo","LMN1418","PR004"
"Officina Pordenone","ZBK1585","PR010"
"Officina Udine","HLP7566","PR029"
"Officina Sacile","HAY3362","PR030"
"Officina San Vito al Tagliamento","QEJ2388","PR025"
"Officina Gemona","CUN3780","PR030"
"Officina Cividale del Friuli","KCF4812","PR014"
"Officina Tricesimo","YQK8193","PR001"
"Officina San Giorgio di Nogaro","CBX7906","PR045"
"Officina Trieste","QCM6828","PR010"
"Officina Cividale del Friuli","HEO3402","PR008"
"Officina Tolmezzo","MHE9185","PR008"
"Officina Sacile","JEL3663","PR050"
"Officina Gorizia","OCG0751","PR017"
"Officina Adegliaco","FGA0663","PR002"
"Officina Pasian di Prato","EQH5719","PR019"
"Officina Azzano Decimo","DXJ8718","PR043"
"Officina Pordenone","YOO7379","PR011"
"Officina Buttrio","JQL4856","PR038"
"Officina Pasian di Prato","BCD4348","PR033"
"Officina Monfalcone","ORB0322","PR005"
"Officina Palmanova","CQY2054","PR017"
"Officina San Vito al Tagliamento","UAO8264","PR015"
"Officina Cividale del Friuli","ZIM7093","PR027"
"Officina Udine","LSV0934","PR009"
"Officina Codroipo","ZDE5311","PR004"
"Officina Cividale del Friuli","XJQ5017","PR016"
"Officina Cervignano del Friuli","SKS9827","PR019"
"Officina San Daniele del Friuli","FMC4226","PR012"
"Officina Tricesimo","KOI5706","PR034"
"Officina Cividale del Friuli","GTH6762","PR029"
"Officina Pasian di Prato","VPC9364","PR014"
"Officina Trieste","IJY0948","PR008"
"Officina Gemona","QBZ5550","PR013"
"Officina Azzano Decimo","VEG9179","PR037"
"Officina Pordenone","ISJ6549","PR015"
"Officina San Daniele del Friuli","CEA7535","PR015"
"Officina Codroipo","TGU4356","PR036"
"Officina Cividale del Friuli","BYZ5631","PR006"
"Officina Spilimbergo","IZG4829","PR035"
"Officina Codroipo","ALO5722","PR003"
"Officina Cividale del Friuli","NOJ7193","PR037"
"Officina Spilimbergo","LUS9749","PR012"
"Officina Sacile","VLX9017","PR026"
"Officina Codroipo","FEG0290","PR011"
"Officina Aquileia","DCJ7505","PR023"
"Officina Azzano Decimo","ITD7803","PR034"
"Officina Tricesimo","KLH3076","PR023"
"Officina Adegliaco","KCC5579","PR046"
"Officina Azzano Decimo","ONJ1223","PR008"
"Officina Latisana","MXV0157","PR039"
"Officina Fagagna","PXO4682","PR029"
"Officina Buttrio","TRS4544","PR008"
"Officina Udine","KOU3812","PR011"
"Officina Maniago","NBF5331","PR048"
"Officina San Giorgio di Nogaro","PBS0261","PR016"
"Officina Adegliaco","CSO3781","PR031"
"Officina Codroipo","OJP2162","PR026"
"Officina Cervignano del Friuli","DCA7437","PR013"
"Officina Tolmezzo","APK4246","PR044"
"Officina Pordenone","RXY2371","PR010"
"Officina Sacile","YWZ5303","PR011"
"Officina Adegliaco","OXU4681","PR013"
"Officina San Vito al Tagliamento","XSS5553","PR002"
"Officina Pordenone","KWO2109","PR042"
"Officina Tarvisio","NCW3298","PR032"
"Officina Gorizia","NLF9514","PR047"
"Officina Codroipo","UJP9490","PR008"
"Officina Latisana","FBT5021","PR019"
"Officina Lignano Sabbiadoro","SLR2685","PR037"
"Officina Codroipo","ZYE6837","PR031"
"Officina San Vito al Tagliamento","RNC1251","PR043"
"Officina Tricesimo","FYU9849","PR032"
"Officina Trieste","YNX3554","PR041"
"Officina Monfalcone","MQE8666","PR020"
"Officina Adegliaco","IHM1433","PR026"
"Officina Tavagnacco","ZDI1703","PR034"
"Officina Tavagnacco","GLY3560","PR023"
"Officina Pasian di Prato","HLD1461","PR018"
"Officina Fagagna","GST1531","PR034"
"Officina Azzano Decimo","TFX6414","PR006"
"Officina Buttrio","OZD8279","PR033"
"Officina Gemona","MGV2276","PR019"
"Officina Trieste","HYN0477","PR045"
"Officina Tricesimo","SCV7350","PR003"
"Officina Latisana","YJU8032","PR030"
"Officina Tolmezzo","UKZ4046","PR018"
"Officina Palmanova","VWA1746","PR015"
"Officina Latisana","KMO7309","PR020"
"Officina Azzano Decimo","VUQ8036","PR033"
"Officina Gorizia","CNH9959","PR013"
"Officina Tricesimo","IEJ2376","PR014"
"Officina Tolmezzo","ISY5764","PR027"
"Officina Latisana","KTD9556","PR013"
"Officina Lignano Sabbiadoro","NXJ1244","PR015"
"Officina Azzano Decimo","ITK7084","PR014"
"Officina Pasian di Prato","EZA9216","PR041"
"Officina Latisana","FEJ8350","PR023"
"Officina Tavagnacco","AVX0347","PR038"
"Officina Buttrio","HMD5681","PR004"
"Officina Adegliaco","LYT1844","PR028"
"Officina Maniago","HIS6524","PR038"
"Officina Azzano Decimo","CFG9071","PR014"
"Officina Pordenone","RFC3328","PR046"
"Officina Buttrio","QMV5848","PR014"
"Officina Sacile","QXJ9231","PR046"
"Officina Azzano Decimo","CRW2714","PR037"
"Officina Udine","QSR6601","PR005"
"Officina Udine","BZW1974","PR012"
"Officina Spilimbergo","ZCJ3195","PR033"
"Officina Udine","USA5776","PR036"
"Officina Sacile","DOV2858","PR025"
"Officina Latisana","PAG5865","PR010"
"Officina Cervignano del Friuli","MBD6719","PR016"
"Officina Sacile","FLV5512","PR046"
"Officina Sacile","VXY7786","PR002"
"Officina Buttrio","QQI9701","PR014"
"Officina Pordenone","NTT3104","PR018"
"Officina Fagagna","TID3190","PR010"
"Officina Tarvisio","TEK7147","PR016"
"Officina San Vito al Tagliamento","TXE5906","PR035"
"Officina San Giorgio di Nogaro","HJN4958","PR034"
"Officina Fagagna","BXP1197","PR003"
"Officina Aquileia","EUL6461","PR035"
"Officina San Daniele del Friuli","ESF6534","PR014"
"Officina Gemona","MBM3286","PR015"
"Officina Latisana","AME0142","PR015"
"Officina Cervignano del Friuli","RJZ1725","PR005"
"Officina Tavagnacco","WFB6983","PR008"
"Officina Adegliaco","PRU8705","PR046"
"Officina Adegliaco","YYX3445","PR039"
"Officina Latisana","SZA7990","PR045"
"Officina San Vito al Tagliamento","ESE8679","PR030"
"Officina Pordenone","PKQ0488","PR031"
"Officina Pordenone","SAJ4290","PR040"
"Officina Sacile","KTN8198","PR003"
"Officina Gemona","IBV8594","PR049"
"Officina San Vito al Tagliamento","UCQ3299","PR028"
"Officina San Giorgio di Nogaro","WAC9189","PR041"
"Officina Tarvisio","BCX0712","PR044"
"Officina San Vito al Tagliamento","IXK0382","PR039"
"Officina Aquileia","GIL9575","PR023"
"Officina Codroipo","GQB9638","PR020"
"Officina Azzano Decimo","XQM9196","PR043"
"Officina Gorizia","ZTN0033","PR040"
"Officina Maniago","TWK2831","PR050"
"Officina San Daniele del Friuli","FSM4635","PR013"
"Officina Tavagnacco","WLL4052","PR019"
"Officina Spilimbergo","UKE4038","PR007"
"Officina Pordenone","KYJ2211","PR039"
"Officina Trieste","JAA0174","PR020"
"Officina Tolmezzo","WEV0408","PR040"
"Officina San Giorgio di Nogaro","RVO8043","PR039"
"Officina San Vito al Tagliamento","LMW1720","PR005"
"Officina Tarvisio","PLO8457","PR010"
"Officina Spilimbergo","TLC2914","PR044"
"Officina Gorizia","MVX2506","PR044"
"Officina San Giorgio di Nogaro","KTI0749","PR008"
"Officina San Daniele del Friuli","TBS2899","PR018"
"Officina Azzano Decimo","XFH1482","PR048"
"Officina Lignano Sabbiadoro","PAF5456","PR003"
"Officina Tolmezzo","QKW6475","PR041"
"Officina San Vito al Tagliamento","LKV2880","PR014"
"Officina Lignano Sabbiadoro","FRH5163","PR033"
"Officina Maniago","HJZ1930","PR004"
"Officina Gorizia","LRJ4756","PR042"
"Officina Cividale del Friuli","AEH5245","PR009"
"Officina Cervignano del Friuli","HRN0462","PR006"
"Officina Maniago","IVZ2036","PR027"
"Officina Azzano Decimo","SRX0097","PR008"
"Officina Fagagna","SYH8367","PR023"
"Officina Spilimbergo","PFP5675","PR036"
"Officina Azzano Decimo","QHS0823","PR041"
"Officina San Giorgio di Nogaro","JFE5681","PR044"
"Officina San Vito al Tagliamento","WLG6655","PR038"
"Officina San Daniele del Friuli","XTF6282","PR014"
"Officina Latisana","KME5820","PR011"
"Officina Pasian di Prato","LWY4102","PR002"
"Officina Gemona","REV3641","PR047"
"Officina Monfalcone","RQO3698","PR013"
"Officina Spilimbergo","TBA7780","PR017"
"Officina Azzano Decimo","FTB1406","PR047"
"Officina Gorizia","QHC0575","PR029"
"Officina Buttrio","UFM2153","PR044"
"Officina Codroipo","DKL1359","PR029"
"Officina San Giorgio di Nogaro","DSR0282","PR038"
"Officina Cervignano del Friuli","ZTR9178","PR046"
"Officina Aquileia","HQX2488","PR046"
"Officina Cervignano del Friuli","SYM9593","PR013"
"Officina Sacile","KNW1019","PR035"
"Officina Maniago","BKD3708","PR038"
"Officina Pasian di Prato","BOV2343","PR038"
"Officina Adegliaco","NTH3177","PR032"
"Officina Fagagna","RLM8579","PR038"
"Officina Gemona","OLG5309","PR009"
"Officina Palmanova","QPE5263","PR034"
"Officina Tavagnacco","HHT9217","PR049"
"Officina San Vito al Tagliamento","MBF4551","PR005"
"Officina Spilimbergo","DEZ9616","PR045"
"Officina Tolmezzo","QRA8988","PR045"
"Officina Cividale del Friuli","AXK1576","PR042"
"Officina San Daniele del Friuli","ADH3231","PR026"
"Officina Codroipo","BMT2936","PR026"
"Officina Fagagna","DCW4978","PR039"
"Officina Latisana","WYS1529","PR048"
"Officina Udine","GUT5199","PR008"
"Officina Spilimbergo","DFF4821","PR041"
"Officina Tolmezzo","ENI8975","PR028"
"Officina Palmanova","UFP0944","PR015"
"Officina Udine","TRG9450","PR035"
"Officina Aquileia","VNS1131","PR036"
"Officina Azzano Decimo","UFI8182","PR030"
"Officina Tolmezzo","AOU1045","PR029"
"Officina Buttrio","SLF9982","PR006"
"Officina Aquileia","ZOI1573","PR034"
"Officina Azzano Decimo","XSL6807","PR049"
"Officina Sacile","ENL1204","PR046"
"Officina San Daniele del Friuli","ITB0453","PR050"
"Officina Tolmezzo","ISP0085","PR010"
"Officina Gorizia","LZO2668","PR046"
"Officina Tavagnacco","AOV0966","PR012"
"Officina Adegliaco","YHB4189","PR019"
"Officina Lignano Sabbiadoro","BBF8231","PR006"
"Officina Azzano Decimo","CJI1343","PR023"
"Officina Udine","DCX0674","PR015"
"Officina Udine","JUR1192","PR035"
"Officina Pordenone","HPL6915","PR050"
"Officina Palmanova","KLQ0289","PR049"
"Officina Cervignano del Friuli","KUH5355","PR029"
"Officina San Giorgio di Nogaro","YEJ5318","PR042"
"Officina Latisana","SYS3184","PR031"
"Officina Pasian di Prato","IEI9378","PR028"
"Officina Adegliaco","UDH8367","PR035"
"Officina Monfalcone","QEB5027","PR004"
"Officina Fagagna","ZKR0570","PR039"
"Officina Gorizia","MOZ1872","PR032"
"Officina Fagagna","ZRM4230","PR026"
"Officina Latisana","WUR5729","PR034"
"Officina Codroipo","GNM1785","PR039"
"Officina Fagagna","RNK0188","PR023"
"Officina Trieste","BNU2098","PR021"
"Officina Buttrio","ORS3611","PR045"
"OfficinaUdine","UD04","PR001"
"OfficinaTrieste","TR04","PR002"
"OfficinaTrieste","TR05","PR005"
"OfficinaUdine","UD06","PR005"
"OfficinaTrieste","TR06","PR001"
"Officina Trieste","TR007","PR002"
"Officina Codroipo","CD001","PR005"
"Officina Latisana","LT001","PR001"
"Officina Lignano Sabbiadoro","LS001","PR002"
"Officina Udine","UD008","PR005"
"Officina Trieste","TR008","PR001"
"Officina Codroipo","CD002","PR002"
"Officina Latisana","LT002","PR005"
"Officina Lignano Sabbiadoro","LS002","PR001"
"Officina Udine","UD009","PR002"
